Level 1,Level 2,Level 3,Level 4,Level 5,Content
第3章  网络信息技术应用,第1节 计算机网络,总线结构：特点：所有的节点都通过相应的硬件接口连接到一根中心传输线(称为总线或Bus)上。它是一种共享通道的结构，总线上的任何一个节点都是平等的，当某个节点发出信息时，其他节点被抑制，但允许接收。如图3-1所示：,,,
第3章  网络信息技术应用,第1节 计算机网络,,,,
第3章  网络信息技术应用,第1节 计算机网络,图3-1总线结构,,,
第3章  网络信息技术应用,第1节 计算机网络,优点：结构简单，安装、扩充或删除节点容易，某个节点出现故障不会引起整个系统的崩溃，信道利用率高，资源共享能力强，适合于构造宽带局域网。,,,
第3章  网络信息技术应用,第1节 计算机网络,缺点：通信传输线路发生故障会引起网络系统崩溃，网络上信息的延迟时间是不确定的，不适于实时通信。,,,
第3章  网络信息技术应用,第1节 计算机网络,环型结构特点：是一种闭合的总线结构。所有的节点都通过中继器连接到一个封闭的环上，任意节点都要通过环路相互通信，有单环结构和双环结构两种。如图3-2所示：,,,
第3章  网络信息技术应用,第1节 计算机网络,,,,
第3章  网络信息技术应用,第1节 计算机网络,图3-2环型结构,,,
第3章  网络信息技术应用,第1节 计算机网络,优点：网上的每一个节点都是平等的，容易实现高速和长距离通信，由于传输信息的时间是固定的，易于实时控制，被广泛应用在分布式处理中。,,,
第3章  网络信息技术应用,第1节 计算机网络,缺点：网络的吞吐能力差，由于通信线路是封闭的，扩充不方便，而且环中任一节点发生故障时，整个系统就不能正常工作。,,,
第3章  网络信息技术应用,第1节 计算机网络,星型结构：特点：所有节点均通过独立的线路连接到中心节点上，中心节点是整个网络的主控计算机。各节点之间的通信都必须通过中央节点，这是一种集中控制方式。如图3-3所示：,,,
第3章  网络信息技术应用,第1节 计算机网络,,,,
第3章  网络信息技术应用,第1节 计算机网络,图3-3星型结构,,,
第3章  网络信息技术应用,第1节 计算机网络,优点：安装容易，便于管理，某条线路或节点发生故障时不会影响网络的其他部分，数据在线路上传输时不会引起冲突。这种结构适用于分级的主从式网络，采用集中式控制。,,,
第3章  网络信息技术应用,第1节 计算机网络,缺点：通信线路总长较长，费用较高，对中央节点的可靠性要求高，一旦中央节点发生故障，将导致整个网络系统的崩溃。,,,
第3章  网络信息技术应用,第1节 计算机网络,树型结构特点：是从星型结构扩展而来的。在树型结构中，各节点按级分层连接，处于越高层的节点其可靠性要求就越高。与总线结构相比较，其主要区别就是总线结构没有“根”，即中央节点。如图3-4所示：,,,
第3章  网络信息技术应用,第1节 计算机网络,,,,
第3章  网络信息技术应用,第1节 计算机网络,图3-4树型结构,,,
第3章  网络信息技术应用,第1节 计算机网络,,,,
第3章  网络信息技术应用,第1节 计算机网络,优点：线路连接简单，容易扩充和进行故障隔离。适用于军事部门、政府部门等上、下界限相当严格的部门。,,,
第3章  网络信息技术应用,第1节 计算机网络,缺点：结构比较复杂，对根的依赖性太大。,,,
第3章  网络信息技术应用,第1节 计算机网络,网型结构特点：任一节点至少有两条通信线路与其他节点相连，因此各个节点都应具有选择传输线路和控制信息流的能力。如图3-5所示：,,,
第3章  网络信息技术应用,第1节 计算机网络,,,,
第3章  网络信息技术应用,第1节 计算机网络,图3-5网型结构,,,
第3章  网络信息技术应用,第1节 计算机网络,优点：可靠性高，当某一线路或节点出现故障时，不会影响整个网络的运行。,,,
第3章  网络信息技术应用,第1节 计算机网络,缺点：网络管理与路由控制软件比较复杂，通信线路长，硬件成本较高。,,,
第3章  网络信息技术应用,第2节 计算机网络的功能,,,,
第3章  网络信息技术应用,第2节 计算机网络的功能,数据通信：网络上的计算机间可进行信息交换，可以利用网络收发电子邮件、发布信息，进行电子商务、远程教育及远程医疗等。,,,
第3章  网络信息技术应用,第2节 计算机网络的功能,资源共享：网络中各地的资源（包括软件、硬件和数据）可以互相通用。网络上各用户不受地理位置的限制，在自己的位置上可以使用网络上的部分或全部资源。,,,
第3章  网络信息技术应用,第2节 计算机网络的功能,分布式处理：在网络操作系统的控制下，使网络中的计算机协同工作，完成仅靠单机无法完成的大型任务。,,,
第3章  网络信息技术应用,第2节 计算机网络的功能,计算机网络的分类：局域网、城域网和广域网；,,,
第3章  网络信息技术应用,第2节 计算机网络的功能,通信协议：,,,
第3章  网络信息技术应用,第2节 计算机网络的功能,在计算机网络中，任意两节点间的通信规则和约定称为通讯协议。 通信协议是由一组程序模块实现的。当网络中的两台设备需要通信时，双方应遵守共同的协议进行。,,,
第3章  网络信息技术应用,第3节  Internet 概述,,,,
第3章  网络信息技术应用,第3节  Internet 概述,Internet是一个国际性的网络集合。中国“全国科学技术名词审定委员会”1997年7月将其译名确定为“因特网”。Internet本身不是一种具体的物理网络，而是一种逻辑概念。它是把世界各地已有的各种网络(包括计算机网络、数据通信网、公用电话交换网等)互连起来，组成了一个世界范围内的超级互联网，是连接网络的网络。,,,
第3章  网络信息技术应用,第3节  Internet 概述,Internet的发展概况：,,,
第3章  网络信息技术应用,第3节  Internet 概述,1969年至1984年为研究实验阶段。这个时期Internet以ARPAnet为主干网，进行网络的生存能力验证，并提供给美国科研机构、政府部门和政府项目承包商使用。,,,
第3章  网络信息技术应用,第3节  Internet 概述,1984年至1992年为实用发展阶段。这时的Internet以美国国家科学基金网NSFnet为主干网，继续采用基于IP的网络通信协议，用户通过NSFnet不但可以使用网上任一超级计算中心的设备，还可以同网上的任一用户进行通信和获取网上的大量信息和数据。,,,
第3章  网络信息技术应用,第3节  Internet 概述,1992年以后进入了商业化阶段。进入这个时期后，Internet的用户向全世界迅速发展，随着网上通信量的激增，Internet不断采用新的网络技术来适应发展的需要，其主干网也从原来由政府部门资助转化为由计算机公司、商业性通信公司提供。,,,
第3章  网络信息技术应用,第3节  Internet 概述,Internet 联网方式:,,,
第3章  网络信息技术应用,第3节  Internet 概述,拨号连接入网：通过公共交换电话网联网时，用户使用调制解调器(Modem)与互联网服务提供商(ISP)相连接，再通过ISP接入互联网。,,,
第3章  网络信息技术应用,第3节  Internet 概述,通过ADSL联网：它采用专线或虚拟拨号入网方式，需要使用ADSL Modem。,,,
第3章  网络信息技术应用,第3节  Internet 概述,通过局域网联网：局域网使用路由器通过数据通信网与ISP相连接，再通过ISP接入互联网。,,,
第3章  网络信息技术应用,第3节  Internet 概述,无线方式联网：无线局域网（WLAN）联网，使用传统局域网和无线网卡。,,,
第3章  网络信息技术应用,第4节  TCP / I P协议,,,,
第3章  网络信息技术应用,第4节  TCP / I P协议,IP (Internet Protocol)网际协议:“无连接”数据报传输：通信不需事先建立连接、有差错处理、不保证数据可靠传输。定义了Internet上计算机之间的路由选择，把各种不同网络的物理地址转换为Internet地址。,,,
第3章  网络信息技术应用,第4节  TCP / I P协议,TCP (Transmission Control Potocol)传输控制协议(传输层）：,,,
第3章  网络信息技术应用,第4节  TCP / I P协议,面向“连接”：通信的双方必须先建立连接，才能进行通信；在通信结束后，终止它们的连接。这是一种具有高可靠性的服务。规定了怎样对传输信息分层、分组和在线路上传输。主要解决以下三方面的问题：恢复数据报的顺序。丢弃重复的数据报。恢复丢失的数据报。TCP/IP协议采用四层结构：应用层、传输层、网络层和接口层。,,,
